,0
instrumentalness,-1.2401707398012827
speechiness,-0.9782657558087118
danceability,0.8282223623548298
acousticness,-0.6420569203830128
loudness,0.49603452823171035
duration_ms,0.2561743525426533
energy,-0.20678856016123337
tempo,0.18366747490713023
sections,-0.1785140779360972
liveness,-0.16406562667655403
time_signature,0.1414950273345105
valence,-0.11850752775551009
mode,0.11218847203369606
key,0.04519994165494916
chorus_hit,-0.015677902311750373
